NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_POTENTIAL	16	15		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	44	35		
GOBP_PH_REDUCTION	47	39		
GOBP_PH_ELEVATION	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	649		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	397	325		
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	348	238		
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS	373	332		
GOBP_NEGATIVE_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	33	31		
GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	36	31		
GOBP_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASOCONSTRICTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	33	17		
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	45	39		
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	70	65		
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	51	41		
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	77	58		
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS	35	30		
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS	83	69		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	35	24		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	39	30		
GOBP_REGULATION_OF_FEMALE_RECEPTIVITY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GROWTH	245	202		
GOBP_POSITIVE_REGULATION_OF_GROWTH	256	189		
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	234	189		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	128	106		
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	25	21		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	45	29		
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1495		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1928		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	30	24		
GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	33	20		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	23	22		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1202		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	18	18		
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	19	18		
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	30	28		
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	27	16		
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	22	19		
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	43	30		
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	31	19		
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	14		Rejected!	
GOBP_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION	5		Rejected!	
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT	64	49		
GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	15		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE	7		Rejected!	
GOBP_ADP_METABOLIC_PROCESS	90	78		
GOBP_AMP_METABOLIC_PROCESS	25	23		
GOBP_ATP_METABOLIC_PROCESS	273	231		
GOBP_GMP_METABOLIC_PROCESS	27	26		
GOBP_GTP_METABOLIC_PROCESS	25	24		
GOBP_IMP_METABOLIC_PROCESS	18	16		
GOBP_UMP_CATABOLIC_PROCESS	5		Rejected!	
GOBP_UTP_METABOLIC_PROCESS	12		Rejected!	
GOBP_DAMP_METABOLIC_PROCESS	7		Rejected!	
GOBP_CAMP_METABOLIC_PROCESS	22	19		
GOBP_CGMP_METABOLIC_PROCESS	16		Rejected!	
GOBP_DTMP_METABOLIC_PROCESS	7		Rejected!	
GOBP_DTTP_METABOLIC_PROCESS	5		Rejected!	
GOBP_DUMP_METABOLIC_PROCESS	9		Rejected!	
GOBP_DUMP_CATABOLIC_PROCESS	6		Rejected!	
GOBP_ADENOSINE_METABOLIC_PROCESS	11		Rejected!	
GOBP_CYTIDINE_METABOLIC_PROCESS	12		Rejected!	
GOBP_GUANINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_INOSINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	19	19		
GOBP_NUCLEOBASE_CATABOLIC_PROCESS	10		Rejected!	
GOBP_DEOXYRIBONUCLEOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	22	20		
GOBP_PURINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	7		Rejected!	
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	68	58		
GOBP_ALCOHOL_CATABOLIC_PROCESS	55	49		
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	143	115		
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	63	50		
GOBP_POLYOL_CATABOLIC_PROCESS	27	26		
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS	16		Rejected!	
GOBP_ALDEHYDE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	47	31		
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	32	27		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION	12		Rejected!	
GOBP_GLUCOSE_IMPORT	79	61		
GOBP_REGULATION_OF_GLUCOSE_IMPORT	60	46		
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT	37	29		
GOBP_REGULATION_OF_JNK_CASCADE	141	124		
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	38	33		
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	95	84		
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	28	25		
GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS	26	21		
GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS	14		Rejected!	
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	86	73		
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	41	35		
GOBP_DEOXYRIBOSE_PHOSPHATE_CATABOLIC_PROCESS	30	25		
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	191	168		
GOBP_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_URATE_METABOLIC_PROCESS	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	27	18		
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	158	140		
GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS	57	40		
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	32	26		
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	14		Rejected!	
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	48	39		
GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS	41	30		
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	37	32		
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	148	133		
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	8		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	74	62		
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	36	29		
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	37	34		
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	214	200		
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	34	28		
GOBP_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_GLYCOSYLCERAMIDE_CATABOLIC_PROCESS	7		Rejected!	
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	396	342		
GOBP_GLYOXYLATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	162	149		
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	16		Rejected!	
GOBP_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	11		Rejected!	
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	68	53		
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS	67	59		
GOBP_CERAMIDE_CATABOLIC_PROCESS	21	18		
GOBP_SPHINGOID_METABOLIC_PROCESS	23	22		
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	62	44		
GOBP_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_SALIVA_SECRETION	12		Rejected!	
GOBP_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS	6		Rejected!	
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	109	73		
GOBP_RETINAL_ROD_CELL_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	188	164		
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	43	36		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	22	18		
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	23	21		
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	9		Rejected!	
GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION	9		Rejected!	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	52	48		
GOBP_XENOBIOTIC_EXPORT	23		Rejected!	
GOBP_REGULATION_OF_ORGAN_GROWTH	101	65		
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	37	25		
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH	52	30		
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	69	56		
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	20	17		
GOBP_ALPHA_BETA_T_CELL_ACTIVATION	158	135		
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	111	95		
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	40	37		
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	105	90		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	69	60		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	42	38		
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	67	58		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	50	44		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	25	23		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	23	21		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	13		Rejected!	
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	9		Rejected!	
GOBP_LYMPHOCYTE_ACTIVATION	792		Rejected!	
GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS	20	18		
GOBP_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_FOLIC_ACID_METABOLIC_PROCESS	16		Rejected!	
GOBP_FEMALE_SEX_DIFFERENTIATION	124	82		
GOBP_MALE_SEX_DIFFERENTIATION	164	119		
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH	5		Rejected!	
GOBP_RESPONSE_TO_ANTIBIOTIC	46	44		
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	33	32		
GOBP_RESPONSE_TO_CADMIUM_ION	59	46		
GOBP_RESPONSE_TO_COPPER_ION	41	31		
GOBP_RESPONSE_TO_MERCURY_ION	11		Rejected!	
GOBP_DECIDUALIZATION	23	17		
GOBP_GDP_METABOLIC_PROCESS	11		Rejected!	
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS	21	16		
GOBP_ACID_SECRETION	47	34		
GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	7		Rejected!	
GOBP_NON_LYTIC_VIRAL_RELEASE	14		Rejected!	
GOBP_VIRAL_BUDDING	27	27		
GOBP_PROTEIN_AUTOPHOSPHORYLATION	224	201		
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION	19	19		
GOBP_MICROTUBULE_POLYMERIZATION	84	75		
GOBP_TRANSPORT_OF_VIRUS	20	18		
GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL	6		Rejected!	
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	104	98		
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	22	21		
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	60	55		
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	31	31		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	17	17		
GOBP_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS	5		Rejected!	
GOBP_LIPID_PHOSPHORYLATION	15		Rejected!	
GOBP_CARBOHYDRATE_PHOSPHORYLATION	25	24		
GOBP_GLYCOLIPID_TRANSPORT	8		Rejected!	
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	46	40		
GOBP_FILOPODIUM_ASSEMBLY	66	58		
GOBP_BONE_REMODELING	88	64		
GOBP_REGULATION_OF_BONE_REMODELING	49	33		
GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING	18		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	68	65		
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	32	29		
GOBP_QUINOLINATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_SALIVA_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_HORMONE_SECRETION	234	172		
GOBP_FOLLICLE_STIMULATING_HORMONE_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	22	20		
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	122	87		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	60	46		
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	85	64		
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	175	134		
GOBP_RESPONSE_TO_CYCLOHEXIMIDE	5		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	61	52		
GOBP_SECRETION	930		Rejected!	
GOBP_INTRACELLULAR_TRANSPORT	1546		Rejected!	
GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS	115	97		
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	11		Rejected!	
GOBP_PORE_COMPLEX_ASSEMBLY	21	21		
GOBP_NUCLEOTIDE_PHOSPHORYLATION	100	87		
GOBP_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION	11		Rejected!	
GOBP_CARBOXYLIC_ACID_TRANSPORT	280	211		
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	25	22		
GOBP_KETONE_BODY_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_OSMOTIC_STRESS	14		Rejected!	
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	45	45		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	63	56		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	7		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	5		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	55	47		
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	37	27		
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	58	45		
GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	24	19		
GOBP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	52	45		
GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	56	48		
GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING	181	136		
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	103	92		
GOBP_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	20	19		
GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	23	19		
GOBP_FOCAL_ADHESION_ASSEMBLY	83	73		
GOBP_EMBRYONIC_EYE_MORPHOGENESIS	35	27		
GOBP_POST_EMBRYONIC_EYE_MORPHOGENESIS	6		Rejected!	
GOBP_DEVELOPMENTAL_PIGMENTATION	47	37		
GOBP_EYE_PIGMENTATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	9		Rejected!	
GOBP_AUTOPHAGIC_CELL_DEATH	10		Rejected!	
GOBP_SOMATIC_STEM_CELL_DIVISION	11		Rejected!	
GOBP_ASTROCYTE_ACTIVATION	24	16		
GOBP_FIBROBLAST_PROLIFERATION	81	68		
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	48	38		
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	30	28		
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE	14		Rejected!	
GOBP_BEHAVIORAL_RESPONSE_TO_ETHANOL	8		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	197	135		
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	50	33		
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	23	17		
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	6		Rejected!	
GOBP_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	15		Rejected!	
GOBP_GOLGI_VESICLE_TRANSPORT	301	292		
GOBP_GOLGI_VESICLE_BUDDING	10		Rejected!	
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	23	23		
GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI	16	16		
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	8		Rejected!	
GOBP_MALE_GAMETE_GENERATION	590	384		
GOBP_SPERM_CAPACITATION	30	18		
GOBP_EPINEPHRINE_TRANSPORT	11		Rejected!	
GOBP_EPINEPHRINE_SECRETION	8		Rejected!	
GOBP_NOREPINEPHRINE_SECRETION	14		Rejected!	
GOBP_EOSINOPHIL_CHEMOTAXIS	18		Rejected!	
GOBP_MACROPHAGE_CHEMOTAXIS	38	27		
GOBP_LYMPHOCYTE_CHEMOTAXIS	63	32		
GOBP_ELASTIC_FIBER_ASSEMBLY	11		Rejected!	
GOBP_SNORNA_LOCALIZATION	6		Rejected!	
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	114	85		
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	54	40		
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	38	27		
GOBP_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY	11		Rejected!	
GOBP_RESPONSE_TO_PAIN	29	15		
GOBP_BEHAVIORAL_RESPONSE_TO_PAIN	16		Rejected!	
GOBP_CLATHRIN_COAT_ASSEMBLY	18	15		
GOBP_VESICLE_DOCKING	57	53		
GOBP_VESICLE_FUSION_WITH_GOLGI_APPARATUS	9		Rejected!	
GOBP_ORGANELLE_FUSION	143	131		
GOBP_ORGANELLE_FISSION	496	408		
GOBP_LUNG_ALVEOLUS_DEVELOPMENT	44	34		
GOBP_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES	7		Rejected!	
GOBP_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES	15		Rejected!	
GOBP_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGE_ISOTYPES	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES	10		Rejected!	
GOBP_ORGANELLE_INHERITANCE	15		Rejected!	
GOBP_MITOCHONDRION_DISTRIBUTION	15		Rejected!	
GOBP_INTRACELLULAR_DISTRIBUTION_OF_MITOCHONDRIA	7		Rejected!	
GOBP_AXIAL_MESODERM_DEVELOPMENT	8		Rejected!	
GOBP_MESODERM_MORPHOGENESIS	75	55		
GOBP_MESODERMAL_CELL_DIFFERENTIATION	33	22		
GOBP_PARAXIAL_MESODERM_DEVELOPMENT	17		Rejected!	
GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	10		Rejected!	
GOBP_PARAXIAL_MESODERM_FORMATION	7		Rejected!	
GOBP_LATERAL_MESODERM_DEVELOPMENT	14		Rejected!	
GOBP_MESENDODERM_DEVELOPMENT	9		Rejected!	
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	31	25		
GOBP_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_ENDOSOMAL_LUMEN_ACIDIFICATION	5		Rejected!	
GOBP_CELL_MATURATION	182	130		
GOBP_OOGENESIS	101	71		
GOBP_REPLICATION_FORK_PROTECTION	9		Rejected!	
GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	48	31		
GOBP_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT	15		Rejected!	
GOBP_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	22		Rejected!	
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	19	15		
GOBP_SYNAPTIC_VESICLE_TRANSPORT	40	37		
GOBP_MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY	5		Rejected!	
GOBP_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION	26	24		
GOBP_RHYTHMIC_PROCESS	298	230		
GOBP_BLOOD_VESSEL_MORPHOGENESIS	701	483		
